,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,wage_class
21309,59,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,>50K
21310,27,Private-h1,Masters,14,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,37,United-States,<=50K
21311,41,Private-h1,Some-college,10,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
21312,27,Private-h1,Bachelors,13,Alone,Handlers-cleaners,Unmarried,White-h1,Male,0,0,35,United-States,<=50K
21313,50,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21314,29,Private-h1,5th-6th,3,Alone,Other-service,Own-child,White-h1,Female,0,0,40,El-Salvador,<=50K
21315,38,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,55,United-States,>50K
21316,30,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Own-child,White-h1,Male,0,0,60,United-States,<=50K
21317,48,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,55,United-States,<=50K
21318,39,government department,Assoc-acdm,12,Married-h2,Craft-repair,Husband,Non-White,Male,7298,0,40,United-States,>50K
21319,40,Private-h1,Assoc-voc,11,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,<=50K
21320,27,government department,11th,7,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,Mexico,<=50K
21321,59,Self-employed,Masters,14,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
21322,34,Private-h1,HS-grad,9,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,50,United-States,>50K
21323,47,Self-emp-inc,Prof-school,15,Alone,Other-service,Not-in-family,White-h1,Male,0,0,60,United-States,>50K
21324,64,Self-emp-inc,1st-4th,2,Married-h2,Sales,Husband,White-h1,Male,0,0,20,United-States,<=50K
21325,29,Private-h1,9th,5,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,Mexico,<=50K
21326,38,government department,HS-grad,9,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21327,42,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,1887,40,United-States,>50K
21328,49,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,60,United-States,>50K
21329,53,Private-h1,Some-college,10,Married-h2,Tech-support,Husband,White-h1,Male,0,0,40,United-States,<=50K
21330,35,Private-h1,Some-college,10,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,50,United-States,>50K
21331,38,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21332,36,Private-h1,Bachelors,13,Alone,Sales,Other-relative,Non-White,Female,0,0,40,South,<=50K
21333,34,Self-employed,Bachelors,13,Married-h2,Sales,Husband,Non-White,Male,0,0,55,India,<=50K
21334,24,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Male,0,0,10,Hungary,<=50K
21335,23,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21336,21,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,35,United-States,<=50K
21337,47,Private-h1,Some-college,10,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21338,59,Private-h1,7th-8th,4,Alone,Farming-fishing,Unmarried,White-h1,Male,4865,0,40,United-States,<=50K
21339,33,government department,Assoc-acdm,12,Alone,Exec-managerial,Unmarried,White-h1,Male,0,0,50,United-States,>50K
21340,63,Self-employed,Some-college,10,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,35,United-States,>50K
21341,18,government department,HS-grad,9,Alone,Other-service,Own-child,White-h1,Male,0,0,60,United-States,<=50K
21342,32,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,50,United-States,<=50K
21343,19,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Other-relative,White-h1,Male,0,0,40,United-States,<=50K
21344,27,government department,HS-grad,9,Alone,Prof-specialty,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21345,40,Private-h1,Some-college,10,Alone,Transport-moving,Not-in-family,White-h1,Male,0,0,48,United-States,>50K
21346,38,Self-employed,Assoc-acdm,12,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
21347,20,Private-h1,HS-grad,9,Alone,Farming-fishing,Own-child,White-h1,Male,0,0,47,United-States,<=50K
21348,35,Self-employed,HS-grad,9,Married-h2,Transport-moving,Not-in-family,White-h1,Male,0,0,70,United-States,<=50K
21349,22,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,40,United-States,<=50K
21350,40,Private-h1,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,50,United-States,>50K
21351,34,Private-h1,Some-college,10,Married-h2,Tech-support,Husband,White-h1,Male,3103,0,40,United-States,>50K
21352,23,Private-h1,10th,6,Alone,Handlers-cleaners,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21353,26,Private-h1,Bachelors,13,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21354,53,Self-emp-inc,Some-college,10,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,60,United-States,<=50K
21355,34,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
21356,39,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21357,25,Private-h1,9th,5,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,Mexico,<=50K
21358,18,Private-h1,11th,7,Alone,Sales,Own-child,White-h1,Male,0,0,20,United-States,<=50K
21359,65,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21360,49,Self-employed,Bachelors,13,Alone,Exec-managerial,Own-child,White-h1,Female,0,0,40,United-States,<=50K
21361,64,Private-h1,10th,6,Married-h2,Other-service,Husband,Non-White,Male,0,0,40,United-States,<=50K
21362,68,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
21363,56,Self-employed,Some-college,10,Alone,Other-service,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21364,68,government department,HS-grad,9,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,3683,40,United-States,<=50K
21365,35,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,48,United-States,>50K
21366,50,government department,HS-grad,9,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,12,United-States,<=50K
21367,45,Private-h1,HS-grad,9,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,28,United-States,<=50K
21368,43,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,<=50K
21369,39,Private-h1,Some-college,10,Married-h2,Adm-clerical,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
21370,37,Private-h1,HS-grad,9,Alone,Craft-repair,Unmarried,White-h1,Male,1506,0,40,United-States,<=50K
21371,45,Private-h1,Bachelors,13,Married-h2,Tech-support,Husband,White-h1,Male,0,0,50,United-States,>50K
21372,36,Private-h1,Assoc-acdm,12,Alone,Tech-support,Unmarried,White-h1,Female,0,0,45,United-States,<=50K
21373,26,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21374,36,Private-h1,Bachelors,13,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,32,United-States,<=50K
21375,47,Private-h1,Bachelors,13,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,0,60,United-States,<=50K
21376,34,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Not-in-family,Non-White,Male,0,2001,40,United-States,<=50K
21377,53,Private-h1,Some-college,10,Alone,Sales,Unmarried,White-h1,Female,0,0,30,United-States,<=50K
21378,32,Private-h1,Bachelors,13,Alone,Machine-op-inspct,Not-in-family,White-h1,Female,0,1590,42,United-States,<=50K
21379,44,Self-employed,5th-6th,3,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21380,25,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Other-relative,White-h1,Male,0,0,40,Mexico,<=50K
21381,35,Private-h1,5th-6th,3,Alone,Farming-fishing,Unmarried,White-h1,Male,0,0,36,United-States,<=50K
21382,34,Private-h1,Assoc-acdm,12,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21383,42,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21384,47,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Female,0,0,4,United-States,<=50K
21385,23,Private-h1,HS-grad,9,Alone,Craft-repair,Own-child,White-h1,Male,0,0,37,Mexico,<=50K
21386,56,government department,HS-grad,9,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21387,50,Private-h1,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,15024,0,50,United-States,>50K
21388,38,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,60,United-States,<=50K
21389,46,Private-h1,Assoc-voc,11,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
21390,47,Private-h1,Assoc-acdm,12,Married-h2,Adm-clerical,Unmarried,White-h1,Female,0,0,57,United-States,<=50K
21391,38,Self-employed,HS-grad,9,Married-h2,Other-service,Husband,White-h1,Male,3464,0,80,Italy,<=50K
21392,42,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,46,United-States,<=50K
21393,48,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,<=50K
21394,27,Private-h1,HS-grad,9,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,50,United-States,<=50K
21395,40,Private-h1,Assoc-voc,11,Married-h2,Prof-specialty,Wife,White-h1,Female,0,0,36,United-States,<=50K
21396,53,Private-h1,Doctorate,16,Married-h2,Prof-specialty,Wife,White-h1,Female,99999,0,37,United-States,>50K
21397,75,Self-employed,Assoc-voc,11,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,30,United-States,<=50K
21398,39,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,48,United-States,>50K
21399,46,government department,Assoc-acdm,12,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21400,51,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Not-in-family,Non-White,Female,0,0,40,United-States,<=50K
21401,34,Private-h1,HS-grad,9,Alone,Other-service,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21402,23,Private-h1,Some-college,10,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,<=50K
21403,32,Private-h1,Assoc-voc,11,Alone,Other-service,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
21404,45,Self-employed,Some-college,10,Alone,Sales,Not-in-family,White-h1,Male,0,0,55,United-States,<=50K
21405,21,Private-h1,Some-college,10,Alone,Other-service,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21406,36,Private-h1,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,44,United-States,<=50K
21407,40,Private-h1,10th,6,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,50,United-States,<=50K
21408,68,Private-h1,9th,5,Alone,Farming-fishing,Not-in-family,Non-White,Male,0,0,20,United-States,<=50K
21409,40,Private-h1,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,>50K
21410,20,Private-h1,Some-college,10,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,24,United-States,<=50K
21411,48,government department,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,>50K
21412,27,Private-h1,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
21413,57,government department,Assoc-voc,11,Alone,Tech-support,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21414,54,Self-emp-inc,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,98,United-States,>50K
21415,47,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21416,30,government department,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21417,35,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,Non-White,Male,0,0,45,United-States,>50K
21418,56,government department,12th,8,Alone,Handlers-cleaners,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21419,20,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,28,United-States,<=50K
21420,38,government department,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,38,United-States,<=50K
21421,19,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Female,0,0,25,United-States,<=50K
21422,31,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,0,40,Germany,<=50K
21423,44,government department,Bachelors,13,Alone,Prof-specialty,Own-child,White-h1,Male,0,0,60,United-States,<=50K
21424,21,government department,Some-college,10,Alone,Sales,Own-child,Non-White,Female,0,1602,12,United-States,<=50K
21425,41,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21426,18,Private-h1,11th,7,Alone,Other-service,Own-child,White-h1,Female,0,0,16,United-States,<=50K
21427,23,Private-h1,9th,5,Alone,Transport-moving,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21428,37,government department,Some-college,10,Married-h2,Other-service,Husband,Non-White,Male,0,0,32,United-States,<=50K
21429,43,Self-employed,Bachelors,13,Alone,Sales,Unmarried,White-h1,Male,0,0,45,United-States,<=50K
21430,31,Private-h1,1st-4th,2,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,Mexico,<=50K
21431,40,Private-h1,Some-college,10,Alone,Transport-moving,Unmarried,White-h1,Male,0,0,40,United-States,>50K
21432,27,Private-h1,Prof-school,15,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,12,United-States,<=50K
21433,64,government department,Some-college,10,Alone,Transport-moving,Unmarried,White-h1,Male,0,0,40,United-States,<=50K
21434,31,government department,Assoc-voc,11,Alone,Prof-specialty,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21435,48,Private-h1,Masters,14,Married-h2,Exec-managerial,Husband,Non-White,Male,0,0,45,United-States,<=50K
21436,37,Self-employed,Bachelors,13,Married-h2,Sales,Husband,White-h1,Male,0,0,20,Canada,>50K
21437,28,Private-h1,Some-college,10,Alone,Tech-support,Not-in-family,White-h1,Male,0,0,24,United-States,<=50K
21438,42,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21439,60,Self-emp-inc,7th-8th,4,Married-h2,Sales,Husband,White-h1,Male,0,0,60,United-States,<=50K
21440,17,Private-h1,11th,7,Alone,Other-service,Own-child,White-h1,Female,0,0,20,United-States,<=50K
21441,46,Private-h1,10th,6,Alone,Adm-clerical,Own-child,Non-White,Male,0,0,40,United-States,<=50K
21442,18,Private-h1,HS-grad,9,Alone,Adm-clerical,Own-child,White-h1,Female,0,0,40,United-States,<=50K
21443,22,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Male,0,0,27,United-States,<=50K
21444,44,Self-employed,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Male,0,0,60,United-States,<=50K
21445,36,Private-h1,HS-grad,9,Married-h2,Sales,Husband,White-h1,Male,0,0,40,United-States,<=50K
21446,65,Private-h1,Assoc-voc,11,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21447,26,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Male,0,0,40,Mexico,<=50K
21448,21,Private-h1,10th,6,Married-h2,Other-service,Husband,White-h1,Male,0,0,25,United-States,<=50K
21449,41,Private-h1,HS-grad,9,Alone,Craft-repair,Not-in-family,White-h1,Male,0,2339,40,United-States,<=50K
21450,28,Private-h1,Some-college,10,Alone,Other-service,Unmarried,White-h1,Female,0,0,35,United-States,<=50K
21451,27,Private-h1,Some-college,10,Alone,Machine-op-inspct,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21452,19,government department,Some-college,10,Alone,Other-service,Not-in-family,Non-White,Male,0,0,12,United-States,<=50K
21453,40,Private-h1,Some-college,10,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
21454,19,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,15,United-States,<=50K
21455,40,Private-h1,Assoc-voc,11,Married-h2,Transport-moving,Husband,White-h1,Male,2829,0,40,United-States,<=50K
21456,37,Private-h1,HS-grad,9,Alone,Craft-repair,Unmarried,White-h1,Male,0,0,40,United-States,<=50K
21457,33,Private-h1,Some-college,10,Married-h2,Adm-clerical,Husband,Non-White,Male,0,0,40,United-States,>50K
21458,34,Private-h1,HS-grad,9,Married-h2,Other-service,Husband,White-h1,Male,0,0,40,United-States,<=50K
21459,44,government department,Assoc-acdm,12,Alone,Protective-serv,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21460,33,Private-h1,Some-college,10,Alone,Adm-clerical,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
21461,72,government department,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,2290,0,10,United-States,<=50K
21462,19,Private-h1,HS-grad,9,Alone,Sales,Own-child,White-h1,Female,0,0,40,United-States,<=50K
21463,59,Private-h1,Assoc-voc,11,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,36,United-States,<=50K
21464,40,Private-h1,HS-grad,9,Alone,Protective-serv,Not-in-family,Non-White,Female,0,0,40,United-States,<=50K
21465,35,Private-h1,HS-grad,9,Alone,Prof-specialty,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21466,22,Private-h1,Assoc-acdm,12,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,0,45,United-States,<=50K
21467,41,Private-h1,Masters,14,Alone,Prof-specialty,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21468,59,Private-h1,Some-college,10,Married-h2,Tech-support,Husband,White-h1,Male,0,0,50,United-States,>50K
21469,50,Private-h1,12th,8,Alone,Handlers-cleaners,Unmarried,White-h1,Male,0,0,40,United-States,<=50K
21470,21,Private-h1,Assoc-acdm,12,Alone,Adm-clerical,Not-in-family,White-h1,Female,0,0,10,United-States,<=50K
21471,40,Self-emp-inc,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,<=50K
21472,22,Private-h1,HS-grad,9,Alone,Sales,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21473,43,Private-h1,5th-6th,3,Married-h2,Machine-op-inspct,Not-in-family,White-h1,Female,0,0,40,Mexico,<=50K
21474,17,Private-h1,11th,7,Alone,Transport-moving,Own-child,White-h1,Female,0,0,16,United-States,<=50K
21475,42,government department,7th-8th,4,Alone,Other-service,Not-in-family,White-h1,Male,0,0,40,United-States,<=50K
21476,37,Private-h1,Some-college,10,Married-h2,Machine-op-inspct,Husband,Non-White,Male,0,0,40,United-States,>50K
21477,43,Private-h1,5th-6th,3,Married-h2,Machine-op-inspct,Husband,Non-White,Male,0,0,40,Mexico,<=50K
21478,46,Private-h1,9th,5,Married-h2,Craft-repair,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21479,50,government department,Prof-school,15,Married-h2,Adm-clerical,Husband,Non-White,Male,0,0,40,Laos,>50K
21480,47,Self-employed,7th-8th,4,Married-h2,Sales,Husband,White-h1,Male,0,0,40,Puerto-Rico,<=50K
21481,31,Private-h1,HS-grad,9,Alone,Farming-fishing,Not-in-family,White-h1,Male,2907,0,99,United-States,<=50K
21482,33,Private-h1,7th-8th,4,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,45,United-States,<=50K
21483,27,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,7298,0,40,United-States,>50K
21484,59,Self-employed,HS-grad,9,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,35,United-States,<=50K
21485,39,government department,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
21486,29,Private-h1,Some-college,10,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,<=50K
21487,26,Private-h1,Bachelors,13,Alone,Exec-managerial,Not-in-family,White-h1,Female,0,0,55,United-States,<=50K
21488,24,Private-h1,HS-grad,9,Alone,Craft-repair,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21489,25,Private-h1,Some-college,10,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,1980,40,United-States,<=50K
21490,30,Private-h1,Some-college,10,Alone,Adm-clerical,Other-relative,White-h1,Female,0,0,20,United-States,<=50K
21491,52,government department,11th,7,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
21492,51,government department,Masters,14,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,40,United-States,>50K
21493,30,Private-h1,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Male,0,0,60,United-States,>50K
21494,23,Private-h1,Some-college,10,Alone,Tech-support,Own-child,White-h1,Male,0,0,60,United-States,<=50K
21495,37,government department,Doctorate,16,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,45,United-States,<=50K
21496,25,government department,Some-college,10,Married-h2,Adm-clerical,Husband,Non-White,Male,0,0,38,United-States,<=50K
21497,49,Self-employed,Prof-school,15,Married-h2,Prof-specialty,Husband,White-h1,Male,15024,0,65,United-States,>50K
21498,30,Private-h1,HS-grad,9,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,55,United-States,<=50K
21499,40,Private-h1,Some-college,10,Alone,Adm-clerical,Unmarried,White-h1,Female,0,0,40,United-States,<=50K
21500,20,Private-h1,HS-grad,9,Alone,Machine-op-inspct,Other-relative,Non-White,Male,0,0,32,United-States,<=50K
21501,35,Self-employed,Assoc-voc,11,Married-h2,Farming-fishing,Husband,White-h1,Male,3103,0,55,United-States,<=50K
21502,24,Private-h1,Bachelors,13,Alone,Exec-managerial,Own-child,White-h1,Male,0,0,45,United-States,<=50K
21503,32,Private-h1,HS-grad,9,Married-h2,Craft-repair,Unmarried,Non-White,Male,0,0,40,United-States,<=50K
21504,35,Private-h1,HS-grad,9,Married-h2,Other-service,Own-child,Non-White,Female,0,0,30,United-States,<=50K
21505,20,Private-h1,HS-grad,9,Alone,Other-service,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21506,29,government department,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,40,United-States,>50K
21507,25,Private-h1,HS-grad,9,Alone,Craft-repair,Own-child,White-h1,Male,0,0,28,United-States,<=50K
21508,50,government department,7th-8th,4,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
21509,24,Private-h1,HS-grad,9,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,0,50,United-States,<=50K
21510,30,government department,HS-grad,9,Alone,Protective-serv,Own-child,White-h1,Female,0,0,32,United-States,<=50K
21511,37,Private-h1,Some-college,10,Married-h2,Adm-clerical,Husband,White-h1,Male,0,0,40,United-States,<=50K
21512,50,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Wife,White-h1,Female,3137,0,40,El-Salvador,<=50K
21513,20,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,30,United-States,<=50K
21514,49,Self-employed,HS-grad,9,Married-h2,Craft-repair,Husband,White-h1,Male,5013,0,50,United-States,<=50K
21515,55,Private-h1,7th-8th,4,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,50,United-States,<=50K
21516,61,Private-h1,12th,8,Alone,Machine-op-inspct,Unmarried,White-h1,Female,0,0,40,Italy,<=50K
21517,22,Private-h1,HS-grad,9,Alone,Other-service,Own-child,White-h1,Female,0,0,3,United-States,<=50K
21518,23,Private-h1,Assoc-acdm,12,Alone,Adm-clerical,Not-in-family,White-h1,Male,0,0,12,United-States,<=50K
21519,43,Private-h1,HS-grad,9,Alone,Prof-specialty,Not-in-family,White-h1,Male,4650,0,40,United-States,<=50K
21520,39,Private-h1,Bachelors,13,Alone,Adm-clerical,Not-in-family,Non-White,Female,0,0,24,Philippines,<=50K
21521,21,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Male,0,0,35,United-States,<=50K
21522,52,Self-emp-inc,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,United-States,>50K
21523,30,Private-h1,Assoc-voc,11,Married-h2,Sales,Husband,White-h1,Male,4064,0,40,United-States,<=50K
21524,42,Private-h1,Bachelors,13,Alone,Adm-clerical,Unmarried,White-h1,Male,9562,0,45,United-States,>50K
21525,50,Self-employed,Bachelors,13,Married-h2,Craft-repair,Husband,White-h1,Male,0,0,50,United-States,<=50K
21526,51,Self-employed,Assoc-acdm,12,Alone,Exec-managerial,Unmarried,White-h1,Female,0,0,99,United-States,<=50K
21527,47,Private-h1,10th,6,Alone,Exec-managerial,Not-in-family,Non-White,Female,0,0,45,United-States,<=50K
21528,45,Private-h1,HS-grad,9,Married-h2,Machine-op-inspct,Husband,White-h1,Male,0,0,40,United-States,<=50K
21529,48,government department,Some-college,10,Alone,Other-service,Unmarried,Non-White,Female,0,0,40,United-States,<=50K
21530,36,Private-h1,Bachelors,13,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,50,United-States,>50K
21531,61,Private-h1,HS-grad,9,Married-h2,Transport-moving,Husband,White-h1,Male,0,0,40,United-States,<=50K
21532,72,Private-h1,Bachelors,13,Alone,Sales,Not-in-family,White-h1,Male,0,0,30,United-States,<=50K
21533,19,Private-h1,Some-college,10,Alone,Sales,Own-child,White-h1,Female,0,0,15,United-States,<=50K
21534,39,Private-h1,HS-grad,9,Alone,Other-service,Unmarried,Non-White,Female,6849,0,40,United-States,<=50K
21535,24,Private-h1,11th,7,Alone,Machine-op-inspct,Not-in-family,White-h1,Female,0,0,40,United-States,<=50K
21536,44,Private-h1,Some-college,10,Alone,Handlers-cleaners,Unmarried,White-h1,Male,0,0,40,Poland,<=50K
21537,19,Private-h1,HS-grad,9,Alone,Handlers-cleaners,Own-child,White-h1,Male,0,0,20,United-States,<=50K
21538,20,Private-h1,HS-grad,9,Alone,Sales,Not-in-family,White-h1,Male,0,0,48,United-States,<=50K
21539,23,Private-h1,HS-grad,9,Alone,Craft-repair,Own-child,White-h1,Female,0,0,40,United-States,<=50K
21540,58,Private-h1,HS-grad,9,Married-h2,Farming-fishing,Husband,White-h1,Male,0,0,53,United-States,>50K
21541,20,Private-h1,12th,8,Alone,Craft-repair,Own-child,White-h1,Male,0,0,40,United-States,<=50K
21542,62,Private-h1,HS-grad,9,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,12,United-States,<=50K
21543,25,Private-h1,HS-grad,9,Alone,Adm-clerical,Own-child,Non-White,Female,4416,0,40,Puerto-Rico,<=50K
21544,67,Private-h1,Bachelors,13,Married-h2,Prof-specialty,Husband,White-h1,Male,0,0,2,United-States,<=50K
21545,37,government department,Assoc-acdm,12,Married-h2,Exec-managerial,Husband,White-h1,Male,0,0,40,France,>50K
